lang	headline	word1	word2	joke_v1	joke_v2	joke
zh	柯洁连续三届夺得“棋圣”冠军	-	-	柯洁三连冠，棋圣都快成他家祖传头衔了！	柯洁三连“棋圣”，对手赛后采访只敢说：“我输得心服口服……主要是怕他下一盘用我的名字当AI训练数据。”	柯洁三连冠，棋圣都快成他家祖传头衔了！
zh	假期高速堵车堵出松弛感！有人路中间打羽毛球，还有人下车钓鱼首竿即中，当事人：鱼没带走，送给路人了 2025-10-02	-	-	堵车堵出度假感，路中间打羽毛球、钓鱼送鱼，高速秒变休闲公园！	高速堵成停车场，有人打羽毛球有人钓鱼送鱼——交管部门连夜研究新KPI：如何把“路怒症”改成“路钓协会”。	堵车堵出度假感，路中间打羽毛球、钓鱼送鱼，高速秒变休闲公园！
zh	全民参与 共赴太极盛会	-	-	全城打太极，卷成麻花也不停！	清晨六点公园，大爷大妈打太极卷出新高度——动作慢到连蚊子都懒得叮，围观年轻人掏出手机不是拍照，是开直播教《如何用养生姿势蹭免费Wi-Fi》。	全城打太极，卷成麻花也不停！
zh	范瑋琪發文喊「想念大家」！網群起嘲諷　刷一排：大牙加油	-	-	范玮琪喊想大家，网友秒回：大牙先挺住！	范玮琪发文“想念大家”，评论区秒变牙科候诊室：“大牙别塌，我们众筹给你装钛合金支架。”	范玮琪喊想大家，网友秒回：大牙先挺住！
zh	旅游吧更多>>	-	-	旅游吧，钱包瘦得比你还快！	旅游吧更多>>？点进去发现“更多”是信用卡账单分期选项。	旅游吧，钱包瘦得比你还快！
zh	花蓮洪災	-	-	花莲变“花莲海”，鱼都比人熟路。	花蓮淹成水族館，導航喊「前方右轉魚群」，結果路人回：「謝啦，但牠們剛才已經問我要不要一起搬去台東。」	花莲变“花莲海”，鱼都比人熟路。
zh	先天性子宮中膈 特點、影響及治療一次看	-	-	子宫里装了“隔断墙”？一文说清怎么拆！	子宫装了“隔断墙”？别慌，妇科医生比房东好说话——人家拆墙不收你违约金，还倒贴医保。	子宫里装了“隔断墙”？一文说清怎么拆！
zh	紅遍全球！SEVENTEEN堅守團魂　「DK告白成員情誼」再戰十年	-	-	SEVENTEEN团魂爆表，DK喊话兄弟：再肝十年也不散！	SEVENTEEN团魂坚不可摧？DK刚说完“再战十年”，转头就被经纪人塞进八点档综艺——毕竟，团魂不值钱，但“兄弟情”能换三季赞助。	SEVENTEEN团魂爆表，DK喊话兄弟：再肝十年也不散！
zh	美联储，10月降息概率100%？	-	-	美联储10月不降息，算我输！	美联储说10月降息概率100%？我信了，就像上次信“系统升级只需30秒”一样——结果我的钱包和Windows 95一起蓝屏了。	美联储10月不降息，算我输！
zh	社群帝國那些人：權力、貪婪，及迷失的夢想	-	-	社群帝国梦碎：权力上头，贪婪拉胯，梦想迷路。	《社群帝國那些人》新书发布会现场，作者哽咽：“他们曾用点赞筑起帝国，最后却连自己的葬礼都凑不够十个真实悼念。”台下投资人举手问：“能出个付费解锁‘假装参加过你葬礼’的NFT吗？”	社群帝国梦碎：权力上头，贪婪拉胯，梦想迷路。
zh	美國空軍展開NGAL計畫 預計2040年取代C-5、C-17運輸機	-	-	美军打算2040年让C-5和C-17“光荣退休”，新飞机连名字都还没背熟呢！	美军宣布2040年用NGAL取代C-5、C-17，老飞行员冷笑：“等新飞机服役，我孙子都能开它送我去养老院了——前提是预算别又被元宇宙空军截胡。”	美军打算2040年让C-5和C-17“光荣退休”，新飞机连名字都还没背熟呢！
zh	汽车更多>>	-	-	车比人多，路都堵成停车场了！	导航说“前方拥堵，预计通行时间45分钟”，我低头看了眼油表——它比我先焦虑到熄火。	车比人多，路都堵成停车场了！
zh	新报业媒体华文媒体集团联合数码平台	-	-	新报业和华文媒联手搞了个“数码大杂烩”。	新报业和华文媒联手搞了个“数码大杂烩”，上线三天，用户没涨，但PPT里的“生态闭环”已经闭环到能自己生孩子了。	新报业和华文媒联手搞了个“数码大杂烩”。
zh	．瓏山林蘇澳冷熱泉度假飯店	-	-	苏澳这家饭店，泡完热泉冒汗，转头冷泉打哆嗦——老板是想让人体验四季轮回？	瓏山林蘇澳冷熱泉度假飯店宣稱「一泡穿越四季」，結果客人出來一半像蒸蝦、一半像冰棍——櫃檯還笑著問：「要發朋友圈模板嗎？我們有『靈魂出竅但打卡成功』濾鏡。」	苏澳这家饭店，泡完热泉冒汗，转头冷泉打哆嗦——老板是想让人体验四季轮回？
zh	草嶺堰塞湖憑「這優勢」自然溢流　草嶺居民：看到花蓮很心酸	-	-	草嶺湖靠「地勢高」自然溢流，居民看花蓮：我們酸了，不是醋！	草嶺湖靠地勢高自然溢流，花蓮人看了直呼：「你們這叫防災？我們這叫抽卡式生存！」	草嶺湖靠「地勢高」自然溢流，居民看花蓮：我們酸了，不是醋！
zh	中斷逾5年  印度與中國10月底前恢復直航	-	-	印中直航五年“失联”，终于十月前“重新加回好友”。	印中直航五年没聊，一恢复就选在“双十一”前——看来不是想见人，是急着收跨境快递。	印中直航五年“失联”，终于十月前“重新加回好友”。
zh	刘佩玥周志文恋情再添证据 闺蜜透露二人考虑结婚	-	-	刘佩玥和周志文连闺蜜都开始帮他们挑喜糖了！	闺蜜说他们连喜糖口味都试好了——毕竟周志文上次求婚用的是Excel做预算表，刘佩玥回了句“VLOOKUP匹配成功”，这婚不结系统都要报错。	刘佩玥和周志文连闺蜜都开始帮他们挑喜糖了！
zh	故宫博物院“乾隆花园”向观众开放	-	-	乾隆的后花园终于开放了，朕准你进去遛弯儿！	乾隆花园开放首日，游客挤在假山前拍照打卡，保安小声嘀咕：“当年皇上在这儿写‘到此一游’被史书记成文采风流，您这自拍杆伸进御池捞锦鲤——小心明天头条叫《当代雅贼图鉴》。”	乾隆的后花园终于开放了，朕准你进去遛弯儿！
zh	綠營訊息外流　傳王定宇不滿怒退LINE群組	-	-	王定宇气到退群，LINE都留不住他的怒气！	王定宇退群速度比LINE已读回执还快，绿营幕僚连夜重写群规第一条：“禁止讨论王委员的咖啡是不是又加了三包糖。”	王定宇气到退群，LINE都留不住他的怒气！
zh	中科院與清大簽署合作備忘錄  開發「高熵合金」等先進材料	-	-	中科院和清大联手“炼合金”，这次不是炼丹，是炼高科技！	中科院和清大联手搞“高熵合金”，实验室门口贴告示：“本材料耐高温、抗腐蚀、承重强——就是不耐老板问‘什么时候能量产’。”	中科院和清大联手“炼合金”，这次不是炼丹，是炼高科技！
zh	Disney+宣布10月漲價！新方案引反彈、台灣推半價快閃訂閱	-	-	Disney+漲價嚇跑粉絲，台灣急推半價「逃命套餐」！	Disney+漲價漲到米老鼠都開始接外送單了，台灣用戶搶半價快閃包月，結果發現附贈「看一半自動跳廣告：您已觀看《星際大戰》第7次，建議改追《媽的多重宇宙》省錢版」。	Disney+漲價嚇跑粉絲，台灣急推半價「逃命套餐」！
zh	有錢人只租不買？年賺數十億大老闆「租房思維」滾出上億身家	-	-	有钱人租房不是买不起，是懒得把钱变成砖头！	有钱人租房不是买不起，是怕房产证还没捂热，就被AI算出“持有成本高过人生意义”。	有钱人租房不是买不起，是懒得把钱变成砖头！
zh	2025肯德基優惠碼》10月KFC優惠券＆優惠代碼、買一送一懶人包	-	-	2025年KFC優惠碼懶人包：買一送一，胖得理直氣壯！	2025年KFC優惠碼懶人包：買一送一，脂肪說它想申請雙倍工資。	2025年KFC優惠碼懶人包：買一送一，胖得理直氣壯！
zh	韩流	-	-	韩流来袭，连泡菜都开始跳舞了！	韩流太猛，连我家路由器都开始自动下载《江南Style》——结果发现是邻居蹭网在跳。	韩流来袭，连泡菜都开始跳舞了！
zh	台灣奉獻獎總獎金破億　創辦人跨時空公布得主	-	-	台灣奉獻獎砸破億，創辦人穿越時空來頒獎！	創辦人跨時空頒獎，結果得主全是AI生成的——連感言都複製貼上他十年前的TED演講稿。	台灣奉獻獎砸破億，創辦人穿越時空來頒獎！
zh	熱榜	-	-	热搜榜上全是瓜，吃都吃不完！	热搜榜刷新速度比我前任回消息还快，瓜多到连猹都开始交遗产税了。	热搜榜上全是瓜，吃都吃不完！
zh	花蓮馬太鞍溪堰塞湖溢流沖毀橋　光復鄉水退滿地泥濘【圖輯】	-	-	花蓮馬太鞍溪「自帶泥膜」，光復鄉秒變天然泥漿浴！	花蓮馬太鞍溪堰塞湖一溢流，光復鄉直接升級為「大地泥漿Spa體驗館」——只可惜VIP卡是用鏟車送的，還附贈免費泥巴面膜（全臉覆蓋版）。	花蓮馬太鞍溪「自帶泥膜」，光復鄉秒變天然泥漿浴！
zh	幽靈轟炸機復活！美軍F-117A重出江湖 神秘任務曝光	-	-	幽灵轰炸机诈尸上岗，F-117A偷偷回来加班！	F-117A重出江湖，五角大楼解释：“不是缺飞机，是缺人敢写‘已退役’三个字——毕竟上回签文件的参谋，现在还在用Windows XP。”	幽灵轰炸机诈尸上岗，F-117A偷偷回来加班！
zh	山东日照：耕海牧渔，建设“蓝色粮仓”	-	-	日照渔民不种地，专在海里“种”海鲜！	日照渔民现在搞“蓝色粮仓”，领导来视察时，船老大一边撒网一边小声嘀咕：“咱这哪是养海鲜，分明是给KPI养孙子——海参都比我的年终奖活得明白。”	日照渔民不种地，专在海里“种”海鲜！
zh	花蓮6歲童家遭淹沒媽心碎求協尋　人困泥沙平安找到	-	-	花蓮6歲娃被泥沙「藏」起來，媽媽急到心碎，結果他只是去土裡玩躲貓貓！	花蓮6歲童被泥石流「暫存」，媽崩潰報案，結果他從土堆探頭：「媽，我剛剛在練習當地瓜，你看我像嗎？」——救援隊默默把他挖出來，順便挖出一顆真地瓜。	花蓮6歲娃被泥沙「藏」起來，媽媽急到心碎，結果他只是去土裡玩躲貓貓！
zh	洪水重創光復鄉！五月天出手捐款5百萬賑災　劉若英也跟進	-	-	洪水淹到五月天钱包，刘若英也赶紧掏钱救场！	五月天捐款五百万，光复乡乡民感动落泪：“终于有人比我们的Wi-Fi信号还稳。”刘若英默默转账后备注：“别告诉阿信，我其实是来抢赈灾KPI的。”	洪水淹到五月天钱包，刘若英也赶紧掏钱救场！
zh	失智照顧驚人成本曝！飆上3千億　「這生活習慣」比遺傳更致命	-	-	失智照护烧掉3千亿，比遗传更狠的竟是你的沙发土豆日常！	失智照护一年烧掉3千亿，专家说久坐比基因更致命——我瘫在沙发上回了个“收到”，顺便用脚趾给未来护工预付了小费。	失智照护烧掉3千亿，比遗传更狠的竟是你的沙发土豆日常！
zh	徐威：华人盛典已成为一本铭记华人精神的纪念册	-	-	徐威：华人盛典都快成华人精神的“朋友圈年度回忆”了！	徐威说华人盛典是铭记精神的纪念册，我翻开一看，前半本写满“突破重围”，后半本全是“扫码关注下届投票”。	徐威：华人盛典都快成华人精神的“朋友圈年度回忆”了！
zh	特写｜渔民忙生计，景区抢复工！“桦加沙”过后，阳江海陵岛烟火气渐归	-	-	“桦加沙”刚走，海陵岛的海鲜锅就急着冒烟了！	“桦加沙”前脚刚走，海陵岛后脚就开火——不是救灾，是海鲜锅底烧起来了；渔民捞完浮木捞游客，毕竟浪打不垮的，只有KPI。	“桦加沙”刚走，海陵岛的海鲜锅就急着冒烟了！
zh	賴總統點將》「陸軍阿湯哥」升中將主任  樓偉傑還是「文宣鬼才」	-	-	賴總統點將：陸軍阿湯哥升官，文宣鬼才樓偉傑還是那個寫稿比打仗還猛的狠角色！	賴總統點將：「陸軍阿湯哥」升中將，樓偉傑的稿子寫得比敵軍砲火還猛——只不過這次他要包裝的是自家長官，不是對岸。	賴總統點將：陸軍阿湯哥升官，文宣鬼才樓偉傑還是那個寫稿比打仗還猛的狠角色！
zh	中央9度催促花蓮縣府仍釀14死 罹難者全在強制撤離區	-	-	九催不如一撤，结果全在“强制”里躺平了。	中央催了九次，花蓮縣府回：「收到，已讀不回。」結果十四條人命，成了「強制撤離區」裡最沉默的已讀標記。	九催不如一撤，结果全在“强制”里躺平了。
zh	夜晚還年輕，手機還能用：一支手機拍影音新聞	-	-	夜还长，电还够，一支手机就把新闻搞！	夜还年轻，手机电量比我的职业前景还坚挺——记者蹲在路边剪片时，甲方发来第18条语音：“感觉不够‘真实’，能加点滤镜假装是iPhone拍的吗？”	夜还长，电还够，一支手机就把新闻搞！
zh	实龙岗回教堂调查后未发现有害物质 一人呼吸困难送院	-	-	实龙岗回教堂查完没毒，但有人吓得喘不过气送医了。	实龙岗回教堂检测完空气，环保局报告写“无毒无害”，送医那位躺在担架上喘：“不是毒……是礼拜五的讲道太长，我缺氧了。”	实龙岗回教堂查完没毒，但有人吓得喘不过气送医了。
zh	好消息！花蓮光復住家滅頂6歲女童救出來了	-	-	花莲6岁娃被淹成“鱼”，捞出来还能笑！	花蓮6歲女童被淹到只剩一口氣，救出來第一句問：「明天還用交作業嗎？」——看來洪水沒沖走她的KPI。	花莲6岁娃被淹成“鱼”，捞出来还能笑！
zh	時尚	-	-	时尚：今天穿得像人，明天穿得像衣架。	时尚周后台，模特刚换完第18套“解构主义垃圾袋”，设计师在旁啜泣：“不是我审美怪，是甲方说‘要让人看不出这是衣服’——现在好了，连我妈都问我是不是被裁员改行收废品了。”	时尚：今天穿得像人，明天穿得像衣架。
zh	專上教育	-	-	上完专上，专上不上。	专上毕业典礼上，校长说“知识改变命运”，台下学生低头看着助学贷款账单，小声回：“是啊，把我从‘有存款’变成‘有征信记录’。”	上完专上，专上不上。
zh	环保足迹遍及全球 知名灵长类动物学家珍古德逝世	-	-	珍古德博士走了，连地球都少了个“脚印”收藏家。	珍古德博士刚走，碳排大户们就集体松了口气：“终于没人盯着我们说‘你连黑猩猩都不如’了。”	珍古德博士走了，连地球都少了个“脚印”收藏家。
zh	邱立本	-	-	邱立本：名字听起来像本书，其实是个会走路的八卦周刊。	邱立本站在茶水间讲完国际局势，同事默默把咖啡杯挪远了三步——生怕沾上他嘴里那些“独家消息”的保质期。	邱立本：名字听起来像本书，其实是个会走路的八卦周刊。
zh	Energy書偉爸爸病逝...今低調辦告別式！　他忍悲喊：父親圓滿了 娛樂 2025/10/02 19:36	-	-	書偉爸走了，告別式低調到連悲傷都偷偷摸摸。	書偉告別式低調到連花圈都用QR碼掃，掃出來是父親生前最後一句話：「流量省點用。」	書偉爸走了，告別式低調到連悲傷都偷偷摸摸。
zh	李若彤高铁上点了一份南昌拌粉，感叹“谁能不爱这样的中国速度”	-	-	李若彤高铁嗦粉，直呼中国速度连辣都跑不过！	李若彤高铁上嗦着南昌拌粉感叹“中国速度”，邻座打工人默默咽下泡面汤：是啊，连我的年终奖都还没跑出站，粉都到胃了。	李若彤高铁嗦粉，直呼中国速度连辣都跑不过！
zh	在布拉格尋找共產記憶  整座地鐵站都是美術館	-	-	布拉格地铁站：坐个车，顺便逛完共产主义美术馆。	布拉格地铁站美得像美术馆，可惜当年搞共产主义的人没空看——他们正忙着排队买面包，顺便把理想挤成月台上的皱报纸。	布拉格地铁站：坐个车，顺便逛完共产主义美术馆。
zh	红色医学教育家柯麟：悬壶济世良医意，救国忧民志士心	-	-	柯麟：一手拿听诊器，一手揣救国梦，挂号还免排队。	柯麟要是活在今天，挂号系统估计得给他开个“救国忧民VIP通道”——毕竟别人排队三小时，他听诊器一掏，卫健委连夜改政策。	柯麟：一手拿听诊器，一手揣救国梦，挂号还免排队。
zh	爆破就能解決？林業署：工程手段不可行　馬太鞍溪堰塞湖現況曝	-	-	爆破？林業署說：別鬧，炸完變「馬太慘」！	林業署看著工程隊手裡的炸藥苦笑：“你們是想治水還是拍《爆破人生》續集？上回炸山，下游村民說連魚都開始寫遺書了。”	爆破？林業署說：別鬧，炸完變「馬太慘」！
zh	香港學校網	-	-	香港學校網：上網課不如上網。	香港學校網：學生上網課的專注度，取決於老師鏡頭外有沒有開美顏濾鏡。	香港學校網：上網課不如上網。
zh	快訊／2.3億威力彩開獎！10/2中獎號碼出爐　對中7碼秒退休	-	-	2.3亿威力彩开出，对中7码直接躺平退休！	开奖号码一出，全办公室突然开始回忆童年——毕竟只有小时候写作业才敢把“7码全对”当真。	2.3亿威力彩开出，对中7码直接躺平退休！
zh	自民黨誰來掌舵？日相屬意：延續我路線之人	-	-	自民黨掌舵人選？首相：誰能照著我的劇本演就誰上！	自民黨選新舵手？首相翻著劇本圈人名：“這位能背我台詞，那位會在鏡頭前哭得比我真——至於政策？反正觀眾只記得誰摔麥克風比較帥。”	自民黨掌舵人選？首相：誰能照著我的劇本演就誰上！
zh	德州地大稅少電力足 台廠供應鏈大遷徙	-	-	德州电多税少地又大，台厂搬家比搬家还快！	德州电多税少地又大，台厂搬过去才发现：省下的税刚好够付工程师修空调的加班费——毕竟服务器不怕热，人怕。	德州电多税少地又大，台厂搬家比搬家还快！
zh	成為「新二代」：多元文化與地緣政治下的跨國婚姻子女	-	-	跨国婚姻的娃，一出生就自带“国际漫游”套餐。	跨国婚姻的孩子一出生，护照比父母的婚戒还厚，国籍选项多到像在填外卖偏好——“要中国籍配美国梦，还是欧盟酱加日式酱油？”	跨国婚姻的娃，一出生就自带“国际漫游”套餐。
zh	火鍋、瘋子與那些台灣的心跳聲──朱宗慶打擊樂團成軍40年	-	-	火锅煮了40年，疯子还在打拍子！	朱宗慶打擊樂團成軍40年，觀眾耳朵都練出腱鞘炎了，他們還在用鍋蓋敲《命運交響曲》——畢竟在台灣，連火鍋湯底都要熬出節奏感才配叫文化輸出。	火锅煮了40年，疯子还在打拍子！
zh	看更多	-	-	点开“看更多”，结果看到的是我的花呗账单。	点开“看更多”，结果弹出的是我三年前许愿暴富的微博——系统贴心标注：“该愿望已过期，建议续费梦想。”	点开“看更多”，结果看到的是我的花呗账单。
zh	不是醫學、電機！「1科系」平均月薪破6萬　逾8成認念了不後悔	-	-	不是学医也不是码农，这科系毕业就赚翻，八成校友笑说：早知道早点念！	“不是医电，是‘嘴替系’毕业——靠帮老板圆谎、替甲方背锅、给PPT镶金边，月薪六万八，校友会聚餐人均一句：‘要不是当年挂科太多转不了行，谁干这个？’”	不是学医也不是码农，这科系毕业就赚翻，八成校友笑说：早知道早点念！
zh	台灣人一刷護照「海關秒出現」確認行李！ 網驚：日本開始嚴查了......	-	-	台灣人護照一刷，海關比行李還快現身！	台灣護照一刷，海關秒現身——結果發現是來幫你找行李的，不是查你的。	台灣人護照一刷，海關比行李還快現身！
zh	川普關稅懶人包》台灣關稅疊加20%怎麼算？各國最新關稅一次看	-	-	川普关税叠叠乐，台湾被加到“20%快乐”！	川普关税计算器刚上线，台湾厂商输入产品编号，屏幕弹出：“恭喜！您已解锁‘20%快乐税’成就——附赠中美冷战限定皮肤。”	川普关税叠叠乐，台湾被加到“20%快乐”！
zh	林家謙演唱會圖輯｜自肥成功與10位「姐姐」同台發仲夏夜之夢	-	-	林家謙開演唱會，自肥成功還帶十位姐姐一起發夢！	林家謙自肥成功，十位姐姐登台助夢——粉絲數了數票價，發現「仲夏夜之夢」原來是分期付款的。	林家謙開演唱會，自肥成功還帶十位姐姐一起發夢！
zh	藏壽司高雄、台南新店開幕９折！吉伊卡哇扇子＋文件夾滿額贈必收	-	-	藏壽司新店開張，吃九折送吉伊卡哇，胃和少女心一起被掏空！	藏壽司新店開幕，打九折還送吉伊卡哇周邊——結果排隊排到發現，省下的錢剛好夠付掛號費，畢竟「滿額贈」的誘惑比腸胃炎來得還快。	藏壽司新店開張，吃九折送吉伊卡哇，胃和少女心一起被掏空！
zh	辛芷蕾穿“国际巨星”T恤再登《VOGUE》	-	-	辛芷蕾穿“国际巨星”T恤，成功骗过《VOGUE》镜头。	辛芷蕾穿“国际巨星”T恤登上《VOGUE》，编辑部连夜开会确认：到底是衣服印错了，还是我们门槛放太低？	辛芷蕾穿“国际巨星”T恤，成功骗过《VOGUE》镜头。
zh	肿瘤藏在神经里 学会辨识“HELP”信号及早治疗	-	-	肿瘤躲神经里装哑巴？学会听它喊“救命”！	肿瘤躲在神经里装社恐，连求救都只敢发“HELP”缩写——毕竟全拼太耗电量，它也怕被老板当成摸鱼。	肿瘤躲神经里装哑巴？学会听它喊“救命”！
zh	台股收盤》台積電飆1365元、指數登26378點 雙雙創收盤新天價	-	-	台積電漲到1365，股民數完零都快缺氧了！	台積電股價衝上1365，散戶盯著帳戶數完零才發現——原來自己買的是「望遠鏡」，不是股票。	台積電漲到1365，股民數完零都快缺氧了！
zh	土耳其5.0地震伊斯坦堡建築狂搖　民眾嚇壞衝街上	-	-	伊斯坦堡跳了支5.0级地板舞，居民秒变街头快闪族。	伊斯坦堡地震一抖，居民秒冲上街——不是逃命，是急着给自家祖传老楼拍“震前遗照”，毕竟这房子比他们的养老金还扛不住晃。	伊斯坦堡跳了支5.0级地板舞，居民秒变街头快闪族。
zh	变局时代锚定亚洲机遇 第三届亚洲愿景论坛新加坡闭幕	-	-	亚洲机会太多，论坛开完都来不及捡！	论坛刚闭幕，参会大佬们拖着行李箱冲向机场——不是赶下一趟会，是急着把“亚洲机遇”四个字刻进PPT，好在周一晨会上假装自己真的听懂了。	亚洲机会太多，论坛开完都来不及捡！
zh	林民旺：印度仍未看透美国的“盟友逻辑”	-	-	林民旺：印度还在给美国的“塑料友情”交智商税。	林民旺：印度还在给美国的“盟友逻辑”充值，殊不知自己只是VIP体验卡，到期连客服都不回。	林民旺：印度还在给美国的“塑料友情”交智商税。
zh	许瑞奇打败他们入围！金马评审赞：举手投足浑然天成	-	-	许瑞奇一抬手，金马评委就投降：这演技浑然天成，别打了！	许瑞奇入围金马后，对手连夜重修表演课，评委却在后台小声嘀咕：“不是他演得多好，是我们实在看腻了AI换脸和瞪眼式演技——这年头，会呼吸的演员都算天赋异禀。”	许瑞奇一抬手，金马评委就投降：这演技浑然天成，别打了！
zh	數百遊客困金門！台北高雄加班機3架次疏運	-	-	金门变“人满为患”主题乐园，北高急派加班机“捞人”！	金门滞留游客太多，台北高雄急调加班机——结果飞机刚落地，就被观光局征用去运高粱酒，理由是“人能等，年节礼盒不能”。	金门变“人满为患”主题乐园，北高急派加班机“捞人”！
zh	中職》兄弟誕生新任「胴上投捕」 平野惠一盼王凱程奮戰到最後 23:16 體育	-	-	兄弟隊新任「胴上投捕」上線，平野喊話王凱程：撐到最後別躺平！	平野惠一喊王凱程「奮戰到最後」，王凱程低頭看了看合約年限，默默把「最後」改成「下個禮拜」。	兄弟隊新任「胴上投捕」上線，平野喊話王凱程：撐到最後別躺平！
zh	科技	-	-	科技：让人类一边躺平，一边担心被AI取代。	AI一边替我写周报，一边在代码里埋了“建议裁员”彩蛋——现在老板看我的眼神，比编译器报错还红。	科技：让人类一边躺平，一边担心被AI取代。
zh	港香蘭爆違規！　直擊中藥行、中醫回收16品項　民：不敢買	-	-	港香蘭違規被抓包，民眾嚇得連補藥都不敢補！	港香蘭被爆違規後，老顧客捧著十全大補湯苦笑：「以前怕上火，現在怕上刑。」	港香蘭違規被抓包，民眾嚇得連補藥都不敢補！
zh	律師聲請「直播勘驗」黃景茂偵訊光碟　應曉薇鼓勵檢方找新證據	-	-	律师想直播看光碟，应晓薇喊检方快挖新料！	律师申请直播勘验光碟，应晓薇在旁鼓掌：“快播！正好让我看看检方的证据链，是不是和我的购物清单一样——列了一堆，最后只付得起运费。”	律师想直播看光碟，应晓薇喊检方快挖新料！
zh	习近平观看庆祝新疆维吾尔自治区成立70周年文艺晚会《美丽新疆》	-	-	习大大看了《美丽新疆》，笑说：“这晚会比大盘鸡还香！”	看完《美丽新疆》，领导问观后感，我脱口而出：“比上次扶贫汇报PPT的滤镜真实多了。” 话音刚落，手里的馕突然不香了。	习大大看了《美丽新疆》，笑说：“这晚会比大盘鸡还香！”
zh	总编关注|中东正处于大历史的十字路口	-	-	中东站在十字路口，连导航都懵了。	中东站在历史十字路口，GPS一刷新：前方500米掉头，建议绕行三千年人类文明。	中东站在十字路口，连导航都懵了。
zh	膝蓋有聲音代表退化？從成因、警訊到飲食保養一次看懂	-	-	膝盖咔咔响？别慌，它可能只是在跟你唠嗑！	膝盖咔咔响？别怕，它只是在播放你年轻时蹦迪的BGM——现在连关节都开始怀旧了。	膝盖咔咔响？别慌，它可能只是在跟你唠嗑！
zh	大里民宅火警2人倉皇逃生 消防出動16車29人搶救 23:17 社會	-	-	大里民宅上演“火速逃亡”，16车消防队赶来给房子降温。	大里民宅火警，16辆消防车29人冲进现场——结果发现起火点是住户用AI生成的“虚拟厨房”，连锅都是P的。	大里民宅上演“火速逃亡”，16车消防队赶来给房子降温。
zh	傳蘋果 MacBook 將效仿 iPad 一大設計！曾被賈伯斯嫌棄：不好用	-	-	蘋果要把MacBook改成iPad那樣，賈伯斯地下有知怕是要翻白眼：「不是說過這設計爛嗎？」	贾伯斯坟头草还没冒芽，库克就把他当年骂“蠢到爆”的设计缝进了MacBook——现在苹果的创新，主打一个“死者闭嘴，活人乱改”。	蘋果要把MacBook改成iPad那樣，賈伯斯地下有知怕是要翻白眼：「不是說過這設計爛嗎？」
zh	安徽一高校给学生发百元“过节费” ！学生：被宠了	-	-	安徽高校撒钱过节，学生直呼“被宠成宝”！	安徽高校发100元过节费，学生感动到连夜修改花呗还款计划——结果发现连食堂麻辣烫都只敢选微辣了。	安徽高校撒钱过节，学生直呼“被宠成宝”！
zh	玉山銀行領先導入「金融Fast-ID」 加速跨金融機構業務申辦流程	-	-	玉山银行搞了个“金融快认脸”，办业务快到连钱包都来不及掏！	玉山银行推「金融Fast-ID」，刷脸三秒开户，快到连你的信用瑕疵都来不及逃跑——柜员微笑：“先生，您2017年那笔花呗逾期，系统刚在人脸识别时顺手催收了。”	玉山银行搞了个“金融快认脸”，办业务快到连钱包都来不及掏！
zh	基隆捷運八堵站機廠引民怨　里民活動中心恐成「機房」難接受	-	-	八堵居民抗议：活动中心变机房，以后跳广场舞要配降噪耳机？	八堵里民怒吼：“说好共建共荣，结果共的是机房嗡嗡声？”——现在连跳《酒醉的蝴蝶》都得配ASMR降噪耳机，不然以为自己在变电箱里蹦迪。	八堵居民抗议：活动中心变机房，以后跳广场舞要配降噪耳机？
zh	独家｜宗馥莉“心腹”严学峰被调查 娃哈哈浙江桶装水利润归谁？	-	-	宗馥莉心腹“水”落石出，娃哈哈桶里装的是利润还是谜？	宗馥莉的心腹“水”落石出，娃哈哈桶装水利润去向成谜——毕竟连瓶盖都比某些高管的账目透明。	宗馥莉心腹“水”落石出，娃哈哈桶里装的是利润还是谜？
zh	東元好戲剛開始！外資狂掃3.76萬張 爆巨量登百元俱樂部	-	-	東元大戲開演，外資掃貨掃到百元門檻都踩爛了！	外资扫货东元扫到百元门槛冒烟，散户在K线图底下捡烟头：“这戏票钱，够我演完《韭菜的自我修养》了。”	東元大戲開演，外資掃貨掃到百元門檻都踩爛了！
zh	【国会】徐芳达：旧组屋自愿提早重建计划 不应造成彩票效应	-	-	徐芳达：组屋重建别变抽奖，手气好也不能白捡房！	徐芳达说组屋重建不能变彩票，网友秒回：“懂了，以后抽中HDB就当系统bug，建议Ctrl+Z重抽。”	徐芳达：组屋重建别变抽奖，手气好也不能白捡房！
zh	TVBS 網路新聞24小時直播	-	-	TVBS直播24小时，连你失眠都算收视率！	TVBS直播24小时，连你半夜三点刷手机找存在感，都被算成“深度用户互动”——毕竟在算法眼里，睁眼就是收视，喘气就算参与。	TVBS直播24小时，连你失眠都算收视率！
zh	"广州天河路商圈""美陈大招""吸客 处处飘扬""中国红"""	-	-	天河路变身“红”运当头打卡地，连风都染成中国红！	天河路挂满“中国红”，游客举着手机找滤镜：“这色号P都P不掉，比老板画的饼还红。”	天河路变身“红”运当头打卡地，连风都染成中国红！
zh	雲林、板橋軌道商機曝光！辦公、旅館、商場任開發 吸壽險、建商有興趣	-	-	雲林板橋軌道旁，壽險建商搶地蓋夢想：上班、睡覺、血拼一條龍！	雲林板橋軌道商機一出，壽險業秒變房產PUA大師：「親愛的，這塊地不只會生金蛋，還能治你房貸焦慮——前提是，你得先信。」	雲林板橋軌道旁，壽險建商搶地蓋夢想：上班、睡覺、血拼一條龍！
