id	text
zh_0357	不懂林芝秋，别说你懂西藏！
zh_0358	70万一针的“天价糖”进医保，娃终于能边打针边写作业了！
zh_0359	《踏上青云路》，从此阳谋变“羊”谋，人生轨迹被薅上天。
zh_0360	古寺拓片组团出道，87件“老照片”在济南开禅意怀旧展。
zh_0361	国庆假期：人山人海，我在朋友圈环游中国。
zh_0362	笔杆子硬刚坦克，三国记者入围哈维尔奖！
zh_0363	強颱掀花東，港星收假飛來心疼喊：「我假期比颱風還短！」
zh_0364	黑天鹅说：美股先蹦极20%，再跳崖80%！
zh_0365	港闻：今天又双叒叕有新闻了！
zh_0366	泰山风雨大，厕所成了VIP避难所。
zh_0367	曹長雄把月餅凍成冰棍，中秋節改過冬至了！
zh_0368	信義房屋橫掃房仲奧斯卡，17人抱獎回家，連門把都快拿不動了！
zh_0369	第45次发火：谁再偷我照片，我就把你P成表情包！
zh_0370	水煮餐吃成脂肪肝？医生：你被“伪健康”食物骗了！
zh_0371	鼎泰丰圣淘沙新店：小笼包配酒，惊喜管够！
zh_0372	陈诗龙：芯片荒变“人荒”，再不囤人，连bug都没人修！
zh_0373	《天骄》：别人家的孩子又上天了！
zh_0374	新疆好地方，捡个时光都能发朋友圈！
zh_0375	好市多会员卡再万能，也刷不开机场安检的“真实身份”关。
zh_0376	本地首辆“自己开”的巴士，明年上线——司机终于可以摸鱼了！
zh_0377	中国“人造太阳”终于有座了！
zh_0378	冰上丝路一开，中俄欧边搓手取暖边数钱。
zh_0379	特朗普终于相信乌克兰能“一键还原”失地了。
zh_0380	全运会怕出岔子，600架无人机集体“盯梢”，连山头都3D建模了！
zh_0381	哥总统：咱不想跟美国翻脸，但膝盖焊死了。
zh_0382	日本人在台超商惊见：东西随便放，小偷是去度假了吗？
zh_0383	頂新和德力挺女棒，七連霸都快打出「女兒紅」了！
zh_0384	財政部：這些洋酒甲醇超標，喝一口怕是要「魂歸故里」，全數退貨或火化！
zh_0385	《教育雜誌》：看完這本，連你家的盆栽都想考大學了。
zh_0386	一锅泰式酸辣鱼汤下肚，连灵魂都被酸醒还吃撑了！
zh_0387	教老乡说“普通话”，好让他们在老板面前“话”出未来！
zh_0388	新疆要“五好”俱全，一个都不能少！
zh_0389	阿里AI又升级，全球机房连夜加座！
zh_0390	巨大：被美国海关“暂扣”了？别急，咱约个饭局聊聊！
zh_0391	查理5月刚晒孕照，转眼捂肚狂奔：宝宝等不及要开直播了？
zh_0392	拆圆环填地道，政绩变“智商检测器”。
zh_0393	加沙巨浪突袭港酒店，玻璃秒变“碎碎平安”。
zh_0394	他办活动不卖餐，专“收”老板钱包！
zh_0395	賴總統在Concordia峰會上說：外交靠嘴，國防靠盾，經濟靠大家別崩！
zh_0396	韩国75万公务员集体“失忆”，只因忘了按Ctrl+S。
zh_0397	馬太鞍溪被大理岩巨礫「堵」得連水都開始寫日記了。
zh_0398	台风吹得港股打摆子，陈茂波却说“一切顺风顺水”！
zh_0399	巴基斯坦：学中国“吸水”大法，涝了也不怕！
zh_0400	花莲堰塞湖一“溢”不可收拾，淹出人命还顺带泡出了政治口水战。
zh_0401	总理喊话：“咱先团结，别光顾着抢‘我先’！”
zh_0402	许瑞奇踩高跟减肥，美得连脚趾都在喊累！
zh_0403	骗子太拼，一年骗出2646次索赔新高！
zh_0404	屋宇署：三死一控，漏洞？沒證據！
zh_0405	佛祖街淹成泳池，女童站C位获救，姑姑姑丈还在“潜水”！
zh_0406	iPhone 17 开卖即刮花，风头全被砂纸抢光！
zh_0407	权道，就是有权的人走的道。
zh_0408	《人選之人》少了一位“爺青回”，林義雄告別式眾星齊喊：爺，卡早走！
zh_0409	女生：人类高质量雌性，自带Wi-Fi还省电。
zh_0410	李多慧捐完30萬變鏟子超人，說是災戶給她「挖」勇氣！
zh_0411	慕尼黑啤酒节开喝，杯子比脸大！
zh_0412	南极人开在商场，冷得连对手都冻僵了。
zh_0413	韓國議員問總理：「台灣GDP漲、選舉亮，咱不抄作業？哦對，還有堰塞湖快變瀑布了！」
zh_0414	K字签证一改，老外想来中国“啃”都得先看政策脸色！
zh_0415	生活小妙招：活着就行，别的随便。
zh_0416	六歲暖男偷跑掛急診，結果弟弟沒掛到自己先掛了！
zh_0417	假期免费停车首日，游客闻“免”而来，车位秒变网红打卡点。
zh_0418	买天御大宅送“月付四万八”的尊贵呼吸权！
zh_0419	埃基蒂克脱衣庆祝，红牌比进球先到家。
zh_0420	台东英雄刚堵完马太鞍溪的“浴缸溢水”，县长立马端来鸡汤慰劳！
zh_0421	俄防空弹迷路炸自家，乌战机趁机来“补课”。
zh_0422	郝龍斌說九二共識不是一國兩制，鄭麗文秒接：但我們都姓「中」！
zh_0423	医生手一抖，抗抑郁药别入口！
zh_0424	美国政府“断电”，打工人白干。
zh_0425	浪人们，10月22日屏东佳乐水见，积分不够别怪浪高！
zh_0426	超商休息变“血拼”，女子喝咖啡竟被砍成八折。
zh_0427	《96分鐘》片場太卷，連分鏡都開始內捲好萊塢技術了！
zh_0428	傅崐萁不說的事：全台救花蓮，鍋卻全甩他頭上！
zh_0429	Sentra大改款：车变大了，老板的腰围也终于能塞进去了！
zh_0430	環球週年慶拚10%成長，屏東壽司郎首店開張：吃壽司送回饋，吃到老闆喊「鮭」！
zh_0431	人保赚了359亿，连利润都开始“高质量”减肥了！
zh_0432	老爸一封“神秘信”，兄弟反目争400万。
zh_0433	八项规定钉钉子，锲而不舍“钉”出清风来。
zh_0434	國民黨救災不忘造謠，結果鐵證一出，臉比瓦礫還碎。
zh_0435	别克L7上市，钱包说它“至境”了。
zh_0436	河南杂技人头顶120斤板凳向祖国比心：这爱，稳得很！
zh_0437	中芯国际股价飙出天际，港交所地板都被踩裂了！
zh_0438	堰塞湖“溢”出人命，花蓮縣府怕是要“塞”進牢裡了！
zh_0439	蒙曼开讲：王翰这杯“凉州酒”，干了不许哭！
zh_0440	腦內iTunes崩潰，連歌單都在emo！
zh_0441	23岁小伙组队野游失联，10男2女“盲盒探险”差点变团灭。
zh_0442	台湾这回真成“焦点”了，闪光灯都快烧糊了！
zh_0443	娃感冒了？推拿小手一捏，病毒都排队投降！
zh_0444	小酒窝唱《小酒窝》，DNA动了！
zh_0445	33亿撬695亿，船王这是要开航母接盘了？
zh_0446	退伍军人一脚飞踹，打人男秒变“退堂鼓”选手。
zh_0447	福建舰打个喷嚏，美国航母集体感冒？
zh_0448	台积电：涨不涨价，全看策略心情！
zh_0449	健康：当代年轻人的玄学，转发锦鲤不如早睡。
zh_0450	明報文化館：進去漲知識，出來漲笑點。
zh_0451	影像太热，话都烫嘴！
zh_0452	高雄旗津某人今晚数钱数到手抽筋，2.27亿奖金独吞爽翻！
zh_0453	于朦胧刚被虐惨死，宋伊人早年就“设局”王鹤棣，剧情比鬼片还瘆人！
zh_0454	《亚洲周刊》：一周不看，亚洲都变样了！
zh_0455	“桦加沙”逆风翻车，图视频双倍快乐！
zh_0456	少吃咸鱼，鼻子才不会“腌”出问题！
zh_0457	中華隊打香港像在玩保齡球，11比0直接全倒進複賽！
zh_0458	CoreWeave和Meta豪掷142亿，给AI盖了个“算力豪宅”。
zh_0459	武汉两江吵架，谁也不融谁！
zh_0460	鲍威尔打哑谜，贝森特急得直挠头。
zh_0461	马国老店逛一圈，过时商品秒变复古潮人。
zh_0462	YouBike集体罢工，蒋万安怒喊：罚到它骑不动！
zh_0463	中慧生物打了一针强心剂，股价蹦高5%！
zh_0464	出国别带果酱和药，除非你想在安检口开杂货铺！
zh_0465	对手？不过是我的经验包罢了！
zh_0466	馬克洪喊話川普：想拿諾貝爾獎？先讓加薩停火再說！
zh_0467	優才學霸出征「創業奧林匹克」，把金獎當作開胃小菜！
zh_0468	花莲堰塞湖“爆浆”了，灾民排队领号牌！
zh_0469	高端、國光還是進口？打哪款流感疫苗，別讓病毒笑你選錯隊！
zh_0470	万隆火山湖冒仙气，印尼这是偷偷开了天庭分部？
zh_0471	红人扎堆桂林，山水都忍不住开直播了！
zh_0472	劉冠廷喊話製作人：快把楊銘威換掉，我快被他煩到升天了！
zh_0473	首页：点进来，别后悔！
zh_0474	南非男足偷用“禁赛员工”，积分被老板扣光光！
zh_0475	河錫辰跑百米12秒，IQ132是用來算自己還會啥不會的嗎？
zh_0476	蓝衣男夜半堵门笑嘻嘻，住户刚救完他又溜回来打卡。
zh_0477	从盖章小哥到盖全省章的大佬。
zh_0478	豪门狗血连播二十年，纸醉金迷不如看他们互撕。
zh_0479	鄭麗文憂心：2028前北京若動手，台灣恐變「台克蘭」。
zh_0480	台风吹垮花东，王心凌默默掏百万“疗伤”！
zh_0481	少校玩“亲情价”采购，结果把自己“购”进牢房了。
zh_0482	美食当前，减肥靠边！
zh_0483	本以为大楼公设是摆设，结果用过一次就戒不掉，周末都往那儿跑！
zh_0484	漫画：成年人的童话，老板看不见的那种。
zh_0485	活到150岁？先算算你的钱包撑不撑得住！
zh_0486	教育？点开才发现是“更多>>”在教我做人。
zh_0487	苗栗超商店庆第二杀，连小孩都逃不过“买一送一”！
zh_0488	中華隊7分大局「扣」醒香港，11比0全勝晉級，連複賽門檻都嚇歪了！
zh_0489	娱乐圈又双叒叕塌房，吃瓜群众已搬好小板凳。
zh_0490	「交流站」变“交嘴站”，聊着聊着就饿了。
zh_0491	送大姑黄金项链当新婚礼，婆婆酸到冒泡，人妻一句“您当年嫁妆是塑料珠吧？”直接封喉。
zh_0492	馬太鞍堰塞湖潰堤變「照妖鏡」，一照全是人禍影。
zh_0493	坦迪·姆瓦佩：东盟领导力一强，台风都绕道走！
zh_0494	店家留座留出“空”恐，消保官：别怕，鬼才不来！
zh_0495	三台共舞还没散场，博罗依又来抢C位！
zh_0496	兄弟撒彩带，林暉盛一指禅投出36年首冠！
zh_0497	羊城派，派得多不如派得巧！
zh_0498	特朗普认证的“恐怖组织”，连外卖都送不到他家。
zh_0499	2025建築園冶獎首度「搬家」台中，123件作品獲獎，還附贈評審特別驚喜！
zh_0500	哈马斯：20个条件？先打个折试试！
zh_0501	李纯马頔领证，民政局终于等到这对“纯頔”组合！
zh_0502	黃僑偉推「自由行」布袋戲，觀眾追著葉不凡滿場跑！
zh_0503	《明周娛樂》：八卦比新聞跑得快，狗仔比記者先下班。
zh_0504	颱風搞錯門牌號，死人變失聯，地址比人還迷路。
zh_0505	中山铆足劲搞“百千万”工程，誓把文化、商业、旅游炖成一锅香喷喷的融合大杂烩！
zh_0506	“更多”来了，钱包又瘦了。
zh_0507	六雄争“椅”，国民党今晚开辩！
zh_0508	《全球中央》2025年9月号：电子书都出到第201期了，我还没看完第1期。
zh_0509	韓媒驚醒：原來台灣不是來觀光，是來打臉的！
zh_0510	ADHD娃脑回路自带Wi-Fi，得单独配密码！
zh_0511	中国股市突传重磅——我的账户又瘦了！
zh_0512	屏东消防上演“抱娃背爷”连救61人，海陆空都来打辅助！
zh_0513	古蹟也瘋文學：16處國定老宅集體「寫」出停跡坪！
zh_0514	鄭秀文傷到連輪椅都嫌她太拼，拐杖直呼撐不住！
zh_0515	丰田小车改头换面，省油省到加油站想拉黑它！
zh_0516	一个市长，两套警察，不知道该听谁的！
zh_0517	新北敬老卡明年加碼600點，阿公阿嬤看病運動都「點」到為止！
zh_0518	蔡瑞雪晒辣照庆生：分手后，心自由了，辣度也升级了！
zh_0519	刘思明：名字太普通，新闻都懒得写完。
zh_0520	求职如相亲，简历是情书，HR却总已读不回。
zh_0521	我的车又双叒叕在思考人生了——停着不动。
zh_0522	日本最大ETF驾到，009812一键上车，钱包瘦身不用等！
zh_0523	明報文化館：城市裡硬不起來的痛。
zh_0524	黄文峻和郭永皓，名字念完已经下课了。
zh_0525	故事：从前有个标题，它把自己活成了正文。
zh_0526	朱宗慶打擊樂團玩泥巴玩出火光，灰燼裡敲出新秩序！
zh_0527	葡萄牙骑士头戴“安全帽祝福”，一路平安到圣地，连风都不敢吹歪。
zh_0528	三代人追剧，踩出同款沙发坑。
zh_0529	姚占新：理想很丰满，乌克兰很骨感。
zh_0530	水彩大师阿尔瓦罗来新，现场“湿”展神技！
zh_0531	台风一来，全台秒变“放假连锁店”，高雄花东还开了七家分店加一所校内快闪！
zh_0532	工业智能体上线，工厂开始自己卷自己了。
zh_0533	早报校园，专治起床气。
zh_0534	郭書瑤穿成這樣問春風，結果春風直接牽手說：「不用問，走就對了！」
zh_0535	老爸一封“不可告人”的信，让兄弟俩为400万撕破脸，退休梦碎成泡面钱。
zh_0536	金门变“留客”门，北高加班机紧急救场！
zh_0537	林榮三文學獎：寫得好不如姓林！
zh_0538	穿越回旧时光，发现WiFi还没发明。
zh_0539	132人赴陸“被留宿”，七成竟是詐騙團建旅遊。
zh_0540	“樺加沙颱風”——名字像奶茶，威力像催命符。
zh_0541	上海炸烟花，天津亮夜景，恩施甩手舞——你心动还是手抖？
zh_0542	台积电：涨不涨价？问策略，别问我们！
zh_0543	明窗一开，老板的心都亮了——因为看见我在摸鱼。
zh_0544	艺术：看不懂但大受震撼。
zh_0545	南元农场把加勒比海搬来种花，麒麟玫瑰和小百日菊甜过初恋！
zh_0546	科普：专治“我以为”。
zh_0547	一边对接联合国三大支柱，一边落实四大倡议，忙得连地球都转晕了。
zh_0548	视频：人类又双叒叕在作死边缘试探！
zh_0549	美术馆客厅开“幽灵派对”，过气表演来蹭沙发。
zh_0550	樺加沙雨彈狂轟，四縣市變「泡湯」重災區！
zh_0551	客服邮箱：service@tvbs.com.tw，专治各种“看了新闻更迷糊”症。
zh_0552	杭州启动世界最大离心机，甩干烦恼只需三秒。
zh_0553	胡婉玲笑称：这履历比我的咖啡还提神！
zh_0554	PEARL？不如说是“怕儿”更多！
zh_0555	台菲牵手签MOU，供应链从此“链”爱不分手。
zh_0556	送礼送到对方想把你送走。
zh_0557	全聯變泳池，員工扛板當人肉防水壩！
zh_0558	黄金周游客挤爆澳门，赌桌日进十亿，堪比过年抢红包！
zh_0559	魏子茜点球“开挂”，傅小芳被cue出局！
zh_0560	教育局宣布：中小学生返校，幼儿园娃继续赖床！
zh_0561	三台共舞还没散场，博罗依又来抢C位！
zh_0562	大行抢人，港漂变“港聘”！
zh_0563	印尼寄宿学校塌了，5人已“毕业”，59人还在“补课”。
zh_0564	罗智强：我和柯P私交好到2028年连选票都要拼桌了！
zh_0565	AIRSIDE攜手JOGUMAN「登月」過中秋，月亮比月餅還大！
zh_0566	民调：大家说不准，但都说得挺准。
zh_0567	桃机喊话：想赶中秋国庆连假？请提前三小时来排队看月亮！
zh_0568	創辦人穿越時空送億萬紅包，得主還在睡夢中領獎！
zh_0569	泡面吃多变“秃”乃伊？营养师：别踩这4个雷，不然真要“面”目全非！
zh_0570	花蓮堰塞湖告急，捐錢比買咖啡還方便！
zh_0571	中央社开嗓啦！名人亲口爆料，新闻背后比连续剧还精彩～
zh_0572	创新实干不躺平，主动权握得比奶茶还紧。
zh_0573	翠明一出，全场变“翠”弱！
zh_0574	理想主义者速成班：在打打闹闹的世界里，坚持做好事还不被打死。
zh_0575	点智慧，求长寿，结果点了个外卖。
zh_0576	律师说：这锅我不背，但声明我得写。
zh_0577	印度狮子“卷”起来了，数量暴涨三分之一！
zh_0578	竹北吊車大王喜提「六人行」，老婆團擴編中！
zh_0579	2025全家霜淇淋買一送一，省下的錢剛好再買一支！
zh_0580	联大吵成一锅粥，正好证明全球治理得赶紧上桌了！
zh_0581	高雄老牌饭店急售，4亿打包带走，附送老板的叹息！
zh_0582	許光漢越南見面會，粉絲穿婚紗喊「漢堡包我！」
zh_0583	中秋还没到，烧肉店已“烤”验你的钱包——四店齐发81折，专治团圆嘴馋！
zh_0584	社会：大型真人碰瓷现场。
zh_0585	健保终于“涨”声四起，23年头一遭大家点头如捣蒜！
zh_0586	深圳：不是01，是卷王。
zh_0587	爆破？林業署：別鬧了，湖又不是泡麵！
zh_0588	黄伟中献五策，让新加坡机器人“卷”赢全球！
zh_0589	李運慶升格二寶爸，進產房看洪詩生娃嚇到瞳孔地震！
zh_0590	韓籍新廚上任，30道料理吃到飽還送5折券——台北喜來登這是要讓我們吃垮韓國嗎？
zh_0591	「专治不服，题都不让你好好做」
zh_0592	郝龍斌喊「世代合作」，順手把鄭麗文、羅智強塞進副主席座位。
zh_0593	堰塞湖快“爆肝”了，李鸿源赶紧给它“放个水”减压！
zh_0594	红字都急得冒烟了：“快跑，湖要变瀑布了！”
zh_0595	社区是我家，八卦靠大家。
zh_0596	新疆大巴扎人挤人，连烤包子都得排队抢！
zh_0597	李雅英前脚刚走，电豹女就抱回个“核弹级”韩援，网友直呼：这身材犯规得连裁判都脸红！
zh_0598	王鴻薇晒公文急喊撤，卓榮泰淡定回：不急，蚊子都還沒搬走。
zh_0599	给汽车工业泡个全球化温泉，舒筋活骨好出海！
zh_0600	瑀熙卖二手衣竟收百张“真人秀”，买家以为买的是衣，其实是照！
zh_0601	“明周文化”：一周明白，文化就凉了。
zh_0602	花莲湖堵了，金管会急得掏钱包救水灾！
zh_0603	《隐私声明：您的秘密，我们看完就忘（才怪）》
zh_0604	稷下学宫：中华文化的“中轴线”卷王。
zh_0605	馬太鞍溪堰塞湖？早盯兩月了，不是沒人管，是懶得理它！
zh_0606	东莞外贸：卷不死，就往死里卷！
zh_0607	秋分进补别太拼，红豆红枣配“红宝石”，电锅一按，血色蹭蹭涨！
zh_0608	黄色彩带打包回家，中信兄弟喜提队史第20冠！
zh_0609	朴春退追2NE1全员，IG只留给李敏镐——爱得连闺蜜都不要了！
zh_0610	義美經理：紅的甜，米白的更甜——其實只是包裝換衣服！
zh_0611	北航90后美女副教授：颜值与职称齐飞，网友酸成柠檬精。
zh_0612	本地工伤“业绩”下滑，上半年仅17人“达标”——比去年还少！
zh_0613	投诉热线烫嘴，话务员快变烤鸭了！
zh_0614	八年洗钱千万，休班警察组团“兼职”被抓。
zh_0615	郑钦文重返中网，左手打伊加，右手揍可可！
zh_0616	新疆要“五好”：团结、富裕、文明、安居、生态，一个都不能少！
zh_0617	62岁歌王转行种田，锄头一挥，热搜收割机！
zh_0618	徐榛蔚去殡仪馆慰问，家属怒呛：人都烧成灰了才来通知撤？
zh_0619	轮胎杯开打，两位陈姑娘并列第三，看来不是“滚”得最快，但也没“爆胎”！
zh_0620	中方一开口，三点都值得你竖起耳朵听！
zh_0621	范世錡：人帅锅多，热搜常客。
zh_0622	《明周》变“冥周”，翻篇儿了！
zh_0623	傅崐萁勘災金句跳針，李鴻源一巴掌打醒夢中人！
zh_0624	刚出狱就急着“重操旧业”，连小朋友都不放过，这回头率也太高了！
zh_0625	林昶佐出使芬兰，Doris晒北欧日常：极光下煮泡面！
zh_0626	堰塞湖一溢流，检察官比救生艇到得还快。
zh_0627	王義川要告黃國昌，黃國昌回：我專治各種濫訴，從來沒輸過！
zh_0628	米可白男友打呼太震撼，当兵先发耳塞保同袍听力！
zh_0629	火腿界的爱马仕，切一片都像在烧钱。
zh_0630	人类想和动物共存，动物只想和人类共餐。
zh_0631	豐澤網店快閃三日，手慢無，手快有！
zh_0632	114年大学分科测验：考到孙子都来陪考了。
zh_0633	古树躺平了，花槽忙着给它“扩床”，康文署承诺：一定让它体面地老下去！
zh_0634	铁建地产准时还钱，7亿票据秒变“铁信用”。
zh_0635	张继科想拍瀑布大片，结果成了“落汤科”。
zh_0636	“别刷手机了，来听歌剧吧——我不想管一座‘活人墓’！”
zh_0637	国庆：人从众𠈌，我在朋友圈看升旗。
zh_0638	长安CS55PLUS都出到第四代了，我还在用第一代的脑子。
zh_0639	「明報升學網：學歷不夠，標題來湊！」
zh_0640	钱还没捂热，新闻就凉了。
zh_0641	雅鲁藏布江开派对，2025生态文旅节嗨翻了！
zh_0642	台东土石流开盲盒，火车撞上“惊喜”，旅客秒变表情包！
zh_0643	黄金又双叒叕创历史新高，连金店老板都笑出腹肌了！
zh_0644	冒雨认尸，演技比雨还滂沱。
zh_0645	西班牙夏天热到连游客都挤爆——2230万国际“避暑难民”创纪录！
zh_0646	东盟财经快讯：2025年10月1日，钱包比国庆烟花还寂寞。
zh_0647	医生说每天一杯蔬菜汁，糖友变“蔬”友，三高胰癌全绕道！
zh_0648	釋昭慧怒告謝寒冰：我開名車是為了「渡」你，不是逃稅！
zh_0649	台南捷運還沒來，車位先配好，以後搭捷運還得騎車去停車場！
zh_0650	花莲居民请注意：红字警告，跑慢就没湖了！
zh_0651	日本炸雞霸主空降桃園，半公斤雞腿祭出「吉」餓優惠！
zh_0652	苗栗砍人男：十年老顾客，每次来都“剁”点东西！
zh_0653	追光吧，打工人，明天老板可能就发奖金了！
zh_0654	中華隊對香港隊：不是比賽，是關門放狗（球）！
zh_0655	TVBS热搜榜：全台人民今天又在操心啥？
zh_0656	三本杂志凑一块，财经圈的“三体”来了。
zh_0657	回教堂收了个“惊喜包裹”，费绍尔喊话：别瞎猜，快递还没拆呢！
zh_0658	資策會開箱AI，花式整活看呆你！
zh_0659	漢米爾頓新錶帥到側風都自動讓道，連磁場都不敢靠近！
zh_0660	巨大自行车被美国“卡”住了，连踩都踩不动！
zh_0661	国民党救灾不忘造谣，结果脸被打得比废墟还平。
zh_0662	以色列喊话：再不听话，真要生气啦！
zh_0663	国庆干饭指南上线，《这里很好吃》双更，馋哭别怪我！
zh_0664	查公職人員補助？上網一鍵揪出「自己人」！
zh_0665	花蓮堰塞湖是豆腐渣？不爆破是怕它真成「豆腐腦」！
zh_0666	财政部：钱不是问题，问题是没钱。
zh_0667	李先知：算得准，活得累。
zh_0668	军人待遇有保障，国家安全才不“裸奔”。
zh_0669	三菱得利卡：小身材大肚量，露营睡觉不将就！
zh_0670	广汽丰田，居然没让我失望——这最让人意外！
zh_0671	美国政府又在“关门大吉”边缘反复横跳。
zh_0672	日系家电偷偷装了AI，现在连电饭煲都会嫌弃你煮得太咸了。
zh_0673	民意不是猜谜，是科学算命。
zh_0674	教师节连假，超商疯送：10元吃蛋黄酥冰淇淋，酷繽沙还白送一杯，老师没放假，钱包先放假！
zh_0675	兆豐銀減息大放送，兩千家廠商笑到銀行都快倒貼了！
zh_0676	郵票癮犯了？貓貓蟲咖波來療癒你的集郵魂！
zh_0677	水退了，怪手进场“帮忙”清淤，人比泥还多！
zh_0678	傅嘉莉靠《刑侦12》破案，顺便把自己“判”成了影后！
zh_0679	梁恩碩連射兩記「日」光彈，殺進八強曬太陽！
zh_0680	吴俊刚：政党的信用比我的发际线掉得还快。
zh_0681	Windows 10要退休了，你的电脑准备领退休金了吗？
zh_0682	信了“只付利息无限宽限”，你的保证金可能比梦想先跑路！
zh_0683	威廉闪兵罢工首现身，连声“拍谢”快闪如逃单。
zh_0684	海嘯迷路爬山去了？
zh_0685	巨灾来了？先穿好“防弹内裤”再说！
zh_0686	荷兰给波兰快递一套“防空外卖”，还配了反无人机打包盒。
zh_0687	海水冲进酒店，前台都改划船接待了！
zh_0688	Peugeot 5008要出纯电版了，七人座，电费AA制！
zh_0689	鼻子堵成单行道，再不通就该挂号了！
zh_0690	中企狂奔，韩企还在系鞋带。
zh_0691	戚继光和沂蒙山结伴来港“饮茶”，港水都紧张得冒泡！
zh_0692	阿公扫家园，孙女请假来“监工”。
zh_0693	明報集團出刊，字字珠璣，句句欠薪。
zh_0694	韩国中秋连假变“连堵”，机场罢工让526万人原地过节。
zh_0695	早安世界，更新了，快来看！
zh_0696	小说：别人的人生，我的消遣。
zh_0697	关了九年，一出狱就“重操旧业”，连超商门口的小学生都不放过！
zh_0698	皮蛇：我不是蛇，我只是皮肤有点“卷”。
zh_0699	郭書瑤春風吹過，銀幕情侶變未爆戀愛彈！
zh_0700	《巅峰权力》：老板的咖啡里，原来加的是我的年终奖。
zh_0701	台铁又“躺平”了，明天才能爬起来跑！
zh_0702	专家说：我有个观点，但先让我看看风往哪边吹。
zh_0703	光復災民領5萬慰問金，沒證件？報夢也行！
zh_0704	阿嬷手术台上喊卡，医生秒懂：她怕麻药没WiFi！
zh_0705	柯洁三连冠，棋圣都快成他家祖传头衔了！
zh_0706	堵车堵出度假感，路中间打羽毛球、钓鱼送鱼，高速秒变休闲公园！
zh_0707	全城打太极，卷成麻花也不停！
zh_0708	范玮琪喊想大家，网友秒回：大牙先挺住！
zh_0709	旅游吧，钱包瘦得比你还快！
zh_0710	花莲变“花莲海”，鱼都比人熟路。
zh_0711	子宫里装了“隔断墙”？一文说清怎么拆！
zh_0712	SEVENTEEN团魂爆表，DK喊话兄弟：再肝十年也不散！
zh_0713	美联储10月不降息，算我输！
zh_0714	社群帝国梦碎：权力上头，贪婪拉胯，梦想迷路。
zh_0715	美军打算2040年让C-5和C-17“光荣退休”，新飞机连名字都还没背熟呢！
zh_0716	车比人多，路都堵成停车场了！
zh_0717	新报业和华文媒联手搞了个“数码大杂烩”。
zh_0718	苏澳这家饭店，泡完热泉冒汗，转头冷泉打哆嗦——老板是想让人体验四季轮回？
zh_0719	草嶺湖靠「地勢高」自然溢流，居民看花蓮：我們酸了，不是醋！
zh_0720	印中直航五年“失联”，终于十月前“重新加回好友”。
zh_0721	刘佩玥和周志文连闺蜜都开始帮他们挑喜糖了！
zh_0722	乾隆的后花园终于开放了，朕准你进去遛弯儿！
zh_0723	王定宇气到退群，LINE都留不住他的怒气！
zh_0724	中科院和清大联手“炼合金”，这次不是炼丹，是炼高科技！
zh_0725	Disney+漲價嚇跑粉絲，台灣急推半價「逃命套餐」！
zh_0726	有钱人租房不是买不起，是懒得把钱变成砖头！
zh_0727	2025年KFC優惠碼懶人包：買一送一，胖得理直氣壯！
zh_0728	韩流来袭，连泡菜都开始跳舞了！
zh_0729	台灣奉獻獎砸破億，創辦人穿越時空來頒獎！
zh_0730	热搜榜上全是瓜，吃都吃不完！
zh_0731	花蓮馬太鞍溪「自帶泥膜」，光復鄉秒變天然泥漿浴！
zh_0732	幽灵轰炸机诈尸上岗，F-117A偷偷回来加班！
zh_0733	日照渔民不种地，专在海里“种”海鲜！
zh_0734	花蓮6歲娃被泥沙「藏」起來，媽媽急到心碎，結果他只是去土裡玩躲貓貓！
zh_0735	洪水淹到五月天钱包，刘若英也赶紧掏钱救场！
zh_0736	失智照护烧掉3千亿，比遗传更狠的竟是你的沙发土豆日常！
zh_0737	徐威：华人盛典都快成华人精神的“朋友圈年度回忆”了！
zh_0738	“桦加沙”刚走，海陵岛的海鲜锅就急着冒烟了！
zh_0739	賴總統點將：陸軍阿湯哥升官，文宣鬼才樓偉傑還是那個寫稿比打仗還猛的狠角色！
zh_0740	九催不如一撤，结果全在“强制”里躺平了。
zh_0741	夜还长，电还够，一支手机就把新闻搞！
zh_0742	实龙岗回教堂查完没毒，但有人吓得喘不过气送医了。
zh_0743	花莲6岁娃被淹成“鱼”，捞出来还能笑！
zh_0744	时尚：今天穿得像人，明天穿得像衣架。
zh_0745	上完专上，专上不上。
zh_0746	珍古德博士走了，连地球都少了个“脚印”收藏家。
zh_0747	邱立本：名字听起来像本书，其实是个会走路的八卦周刊。
zh_0748	書偉爸走了，告別式低調到連悲傷都偷偷摸摸。
zh_0749	李若彤高铁嗦粉，直呼中国速度连辣都跑不过！
zh_0750	布拉格地铁站：坐个车，顺便逛完共产主义美术馆。
zh_0751	柯麟：一手拿听诊器，一手揣救国梦，挂号还免排队。
zh_0752	爆破？林業署說：別鬧，炸完變「馬太慘」！
zh_0753	香港學校網：上網課不如上網。
zh_0754	2.3亿威力彩开出，对中7码直接躺平退休！
zh_0755	自民黨掌舵人選？首相：誰能照著我的劇本演就誰上！
zh_0756	德州电多税少地又大，台厂搬家比搬家还快！
zh_0757	跨国婚姻的娃，一出生就自带“国际漫游”套餐。
zh_0758	火锅煮了40年，疯子还在打拍子！
zh_0759	点开“看更多”，结果看到的是我的花呗账单。
zh_0760	不是学医也不是码农，这科系毕业就赚翻，八成校友笑说：早知道早点念！
zh_0761	台灣人護照一刷，海關比行李還快現身！
